issue_id,signal,canonical_card_id,canonical_card_version_id,note_guid,title,deck_path,current_tags,reviewer_decision,replacement_tags,reviewer_rationale
"deck_spine_missing_matching_specialty:11:e14e8098-3513-48ce-8175-e2b62c1b09bc","deck_spine_missing_matching_specialty","e14e8098-3513-48ce-8175-e2b62c1b09bc","108b2399-baa4-4fb0-bf64-88aa1cc9b6f8","O[3%l%i^s*","Levator Scapulae Origin: {{c1::C1-C4 transverse process}} Insertion: {{c2::Scapula}} Action: {{c3::Elevate scapula}} Ne…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.08 Muscles","SnapOrtho::Specialty::Shoulder_Elbow","","",""
"deck_spine_missing_matching_specialty:12:435986b4-cb27-4962-8f9f-1ed092ff411d","deck_spine_missing_matching_specialty","435986b4-cb27-4962-8f9f-1ed092ff411d","2688b485-af76-4303-b6b3-73712dd40a9d","Aw8_+1$Uza","Trapezius Origin: {{c1::Spinous process}} Insertion: {{c2::Clavicle}}, {{c2::scapula}} Action: {{c3::Rotate scapula}} N…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.08 Muscles","SnapOrtho::Anatomy::Shoulder_Girdle | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology::Clavicle | SnapOrtho::Specialty::Shoulder_Elbow","","",""
"deck_spine_missing_matching_specialty:13:0b21f605-41d9-4a39-a66c-f1bcb3060cfa","deck_spine_missing_matching_specialty","0b21f605-41d9-4a39-a66c-f1bcb3060cfa","e2263bbc-f211-4f3b-b6c3-b69ed296f68c","j_JZ|[<.``","L{{c1::5::#}} radiculopathy: EHL weakness Ankle dorsiflexion weakness Ankle inversion weakness Hip abduction weakness","Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Degenerative::Thoracic & Lumbar Conditions::Lumbar Disc Herniation","SnapOrtho::Specialty::Foot_Ankle","","",""
"deck_spine_missing_matching_specialty:14:7d199790-fd23-48c8-a18c-0dbfa4474bc1","deck_spine_missing_matching_specialty","7d199790-fd23-48c8-a18c-0dbfa4474bc1","c8cf6ab7-716f-42ef-843c-6647951f0b41","Q?z`[q[t)Y","Treatment for pediatric spondylolisthesis : Asymptomatic + low-grade (Meyerdine grade I and II) = {{c1::observation and…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Pediatric Spine::Spondylolysis & Adolescent Back Pain::Pediatric Spondylolysis & Spondylolisthesis","SnapOrtho::Specialty::Pediatric_Orthopedics","","",""
"deck_spine_missing_matching_specialty:15:f79517af-0954-45ef-a339-f28d4c39e944","deck_spine_missing_matching_specialty","f79517af-0954-45ef-a339-f28d4c39e944","2e2d6c90-1cc5-4161-a082-4b5834cd765f","htQ_0)})hZ","What type of collagen makes up the nucleus pulposus ? {{c1::Type 2}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::07 Spine::07.01 General Anatomy","SnapOrtho::Specialty::Basic_Science","","",""
"deck_spine_missing_matching_specialty:16:a36ca5da-2bb8-4490-beee-0d4d869a2ef0","deck_spine_missing_matching_specialty","a36ca5da-2bb8-4490-beee-0d4d869a2ef0","56ee798a-97b0-46a5-80dc-e449715bdedf","uKkt,CAZpR","Sensory L3 - {{c1::Anterior & medial thigh::Area}} L4 - {{c1::Medial leg & ankle::Area}} L5 - {{c1::Dorsal foot & 1st w…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.07 Physical Exam","SnapOrtho::Specialty::Foot_Ankle","","",""
"deck_spine_missing_matching_specialty:17:af29760d-37fa-4033-a95e-119173646bae","deck_spine_missing_matching_specialty","af29760d-37fa-4033-a95e-119173646bae","38812d36-2df1-4ec0-8b5d-4ae0b7122827","n!`;YhEsMp","L{{c1::4::#}} radiculopathy: Ankle dorsiflexion weakness Decreased patellar reflex","Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Degenerative::Thoracic & Lumbar Conditions::Lumbar Disc Herniation","SnapOrtho::Specialty::Foot_Ankle","","",""
"deck_spine_missing_matching_specialty:18:04f27a57-3dba-4ff5-a30f-db48a7fa1916","deck_spine_missing_matching_specialty","04f27a57-3dba-4ff5-a30f-db48a7fa1916","ad9fbc83-6f95-42bd-9249-9df9fc4f8a02","Aw8_+1$Uza","Trapezius Origin: {{c1::Spinous process}} Insertion: {{c2::Clavicle}}, {{c2::scapula}} Action: {{c3::Rotate scapula}} N…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.08 Muscles","SnapOrtho::Anatomy::Shoulder_Girdle | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology::Clavicle | SnapOrtho::Specialty::Shoulder_Elbow","","",""
"deck_spine_missing_matching_specialty:19:dc6a9769-4021-4efb-9bd7-a8beb0d03968","deck_spine_missing_matching_specialty","dc6a9769-4021-4efb-9bd7-a8beb0d03968","18409c2f-7f5c-47ec-812f-f541d38f81e4","kA1wWAMTm!","In the spine, avulsion fractures most commonly occur at the {{c1::transverse}} processes.","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.02 Osteology","SnapOrtho::Specialty::Trauma","","",""
"deck_spine_missing_matching_specialty:20:750c9241-9eef-4915-be35-d338821523a3","deck_spine_missing_matching_specialty","750c9241-9eef-4915-be35-d338821523a3","5f17eda2-4492-4ea3-8b55-d74f2d0e2266","u`w(PkL|a4","What are the landmarks for pedicle screw placement in the thoracic and lumbar spines ? Thoracic: {{c1::Upper 1/3 of the…","Marty McFlyin's Ortho Deck::2) Pocket Pimped::07 Spine::07.01 General Anatomy","SnapOrtho::Treatment::Pedicle_Screw","","",""
"deck_spine_missing_matching_specialty:21:c71b2154-b7bd-4477-95e2-f37b5aaa4700","deck_spine_missing_matching_specialty","c71b2154-b7bd-4477-95e2-f37b5aaa4700","799fbc4b-7558-4851-a04b-225fbf74f309","HA`w:NvNUQ","{{c1::Batson's vertebral plexus}} allows for tumor to metastasize from organs to axial structures including the vertebr…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Pathology::Bone Tumors::Metastatic Disease::Metastatic Disease of the Spine","SnapOrtho::Anatomy::Pelvis | SnapOrtho::Anatomy::Pelvis::Osteology | SnapOrtho::Anatomy::Pelvis::Osteology::Pelvis | SnapOrtho::Specialty::Orthopedic_Oncology","","",""
"deck_spine_missing_matching_specialty:22:aaa6b7e9-b82f-4db4-bd33-4728c990ba47","deck_spine_missing_matching_specialty","aaa6b7e9-b82f-4db4-bd33-4728c990ba47","07702964-87bc-4590-98f6-49c9b133b7b6","pKq@!{Pd3b","What is a Chance fracture ? {{c1::Flexion-distraction injury where the anterior column fails under compression and the…","Marty McFlyin's Ortho Deck::2) Pocket Pimped::07 Spine::07.02 Trauma::Vertebral Fractures","SnapOrtho::Specialty::Trauma","","",""
"deck_spine_missing_matching_specialty:23:f91661a3-d610-4f3c-9fd4-d81f477cf228","deck_spine_missing_matching_specialty","f91661a3-d610-4f3c-9fd4-d81f477cf228","3bbea6dd-3db9-4648-9c77-bab152a6121d","Aw8_+1$Uza","Trapezius Origin: {{c1::Spinous process}} Insertion: {{c2::Clavicle}}, {{c2::scapula}} Action: {{c3::Rotate scapula}} N…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.08 Muscles","SnapOrtho::Anatomy::Shoulder_Girdle | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology::Clavicle | SnapOrtho::Specialty::Shoulder_Elbow","","",""
"deck_spine_missing_matching_specialty:24:2a199af2-a158-4c5f-bfa0-1447447a0a4d","deck_spine_missing_matching_specialty","2a199af2-a158-4c5f-bfa0-1447447a0a4d","f9cea8af-fa7e-4dc5-860d-424c63e8424a","uAXaQyS&6=","The posterior transverse ligament may be compromised in what patient populations (2)? {{c1:: Rheumatoid Arthritis Down…","Marty McFlyin's Ortho Deck::2) Pocket Pimped::07 Spine::07.01 General Anatomy","SnapOrtho::Diagnosis::Rheumatoid_Arthritis | SnapOrtho::Specialty::Pediatric_Orthopedics","","",""
"deck_spine_missing_matching_specialty:25:bc53e614-9a16-4325-9aa9-49e1dc481aa8","deck_spine_missing_matching_specialty","bc53e614-9a16-4325-9aa9-49e1dc481aa8","08d22752-d0af-4212-81d9-d1725540196d","uKkt,CAZpR","Sensory L3 - {{c1::Anterior & medial thigh::Area}} L4 - {{c1::Medial leg & ankle::Area}} L5 - {{c1::Dorsal foot & 1st w…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.07 Physical Exam","SnapOrtho::Specialty::Foot_Ankle","","",""
"deck_spine_missing_matching_specialty:26:5232ad8e-19be-4607-9eff-0fc1bf2d3863","deck_spine_missing_matching_specialty","5232ad8e-19be-4607-9eff-0fc1bf2d3863","c75d125a-86af-41f6-8ec1-c66fa60ddb27","N-<F_pb&R4","Name the nerve root based on the following primary motion, muscle innervation, and sensory area. {{c1::C5}} Motion: Sho…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Evaluation::Neck & Upper Extremity Spine Exam","SnapOrtho::Specialty::Shoulder_Elbow","","",""
"deck_spine_missing_matching_specialty:27:87f3c926-7cc6-4e57-b8df-09cba2d11985","deck_spine_missing_matching_specialty","87f3c926-7cc6-4e57-b8df-09cba2d11985","29deab4c-52d7-4e13-b69e-cd59586fee9a","k4:U5m:HCm","Spondylosis features a defect/fracture of the {{c1::pars interarticularis}} without slip. Lateral spine x-ray will show…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.11 Disorders","SnapOrtho::Specialty::Trauma","","",""
"deck_spine_missing_matching_specialty:28:439a370b-745f-41b7-ae83-86ebedca62a4","deck_spine_missing_matching_specialty","439a370b-745f-41b7-ae83-86ebedca62a4","f26a428c-0376-47c2-8120-9c20cdb60e3a","P|t)?uxGD6","{{c1::Electrical electromyography}} utilizes electricity to detect a breached pedicle screw.","Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Intraoperative::Spinal Cord Monitoring","SnapOrtho::Treatment::Pedicle_Screw","","",""
"deck_spine_missing_matching_specialty:29:0c0aaabd-8dd5-4d9c-ad2b-826e0fd72893","deck_spine_missing_matching_specialty","0c0aaabd-8dd5-4d9c-ad2b-826e0fd72893","cbe86dd3-18f9-4055-9264-6892f598d768","F&^BE^ThzW","Name the nerve root based on the following primary motion, muscle innervation, and sensory area. {{c1::C8}} Motion: Fin…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Evaluation::Neck & Upper Extremity Spine Exam","SnapOrtho::Specialty::Hand_Upper_Extremity","","",""
"deck_spine_missing_matching_specialty:30:7249f7db-ee55-46b8-92d9-f7f1f3f1c8ca","deck_spine_missing_matching_specialty","7249f7db-ee55-46b8-92d9-f7f1f3f1c8ca","9f8b6871-78ff-4032-8f60-fcf9e2af57f8","lm~-E]][Na","The {{c1::Tanner-Whitehouse III RUS}} method of skeletal maturity determination is the most accurate method, but is tim…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Pediatric Spine::Pediatric Deformity::Adolescent Idiopathic Scoliosis","SnapOrtho::Anatomy::Pelvis | SnapOrtho::Anatomy::Pelvis::Osteology | SnapOrtho::Anatomy::Pelvis::Osteology::Pelvis","","",""
"deck_spine_missing_matching_specialty:31:8ccf63f6-f95d-4513-883d-5b21e53aaec6","deck_spine_missing_matching_specialty","8ccf63f6-f95d-4513-883d-5b21e53aaec6","037a4a1a-d718-4fb4-acc3-f2da05b3d658","O[3%l%i^s*","Levator Scapulae Origin: {{c1::C1-C4 transverse process}} Insertion: {{c2::Scapula}} Action: {{c3::Elevate scapula}} Ne…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.08 Muscles","SnapOrtho::Specialty::Shoulder_Elbow","","",""
"deck_spine_missing_matching_specialty:32:10384d13-ea2f-4f68-9e1b-244e2be7c470","deck_spine_missing_matching_specialty","10384d13-ea2f-4f68-9e1b-244e2be7c470","0c6cb284-514a-4acf-9708-1966584ec835","fGgHC~s:TW","Name the nerve root based on the following primary motion, muscle innervation, and sensory area. {{c1::L5}} Motion: Foo…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Evaluation::Lower Extremity Spine & Neuro Exam","SnapOrtho::Specialty::Foot_Ankle","","",""
"deck_spine_missing_matching_specialty:33:aad643af-a1d6-4074-b4ca-6d606077321a","deck_spine_missing_matching_specialty","aad643af-a1d6-4074-b4ca-6d606077321a","dd7b2846-ef80-49e7-ab94-9c7175f03d32","tMaAuNy=;l","Name the nerve root based on the following primary motion, muscle innervation, and sensory area. {{c1::L4}} Motion: Ank…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Evaluation::Lower Extremity Spine & Neuro Exam","SnapOrtho::Specialty::Foot_Ankle","","",""
"deck_spine_missing_matching_specialty:34:4f02ed6e-be82-4917-918b-1ea09abc7fc0","deck_spine_missing_matching_specialty","4f02ed6e-be82-4917-918b-1ea09abc7fc0","71691cee-6168-46b2-9134-eb0ce919e1af","zQU0^WgB[Z","As one ages, what happens to the following intervertebral disc variables? Water content: {{c1::Decrease}} Size: {{c1::D…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Basic & Clinical Science::Anatomy::Intervertebral Disc","SnapOrtho::Specialty::Basic_Science","","",""
"deck_spine_missing_matching_specialty:35:65c4f8a4-83d0-4620-9b13-4247e6839e9a","deck_spine_missing_matching_specialty","65c4f8a4-83d0-4620-9b13-4247e6839e9a","2e77f6a9-4dda-43e2-a986-eafeafe4b723","FGs85^c<;Y","What is the finger escape sign ? {{c1::When asked to hold the fingers extended and adducted, the small finger ""escapes""…","Marty McFlyin's Ortho Deck::2) Pocket Pimped::07 Spine::07.02 Trauma::Spinal Conditions","SnapOrtho::Specialty::Hand_Upper_Extremity","","",""
"deck_spine_missing_matching_specialty:36:598bad65-d98a-4059-bd05-26be9b2b4116","deck_spine_missing_matching_specialty","598bad65-d98a-4059-bd05-26be9b2b4116","b5473b33-7bbd-4df8-b08a-a76797ac56d8","x<OD*MfrNZ","For pediatric patients with myelodysplasia, intact {{c1::L4::which vertebral level}} allows for ambulation.","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.11 Disorders","SnapOrtho::Specialty::Pediatric_Orthopedics","","",""
"deck_spine_missing_matching_specialty:37:59598497-3333-49a2-a351-6715995f9cae","deck_spine_missing_matching_specialty","59598497-3333-49a2-a351-6715995f9cae","ba25da86-9da1-417e-92d2-8257f42a5892","O[3%l%i^s*","Levator Scapulae Origin: {{c1::C1-C4 transverse process}} Insertion: {{c2::Scapula}} Action: {{c3::Elevate scapula}} Ne…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::02 Spine::02.08 Muscles","SnapOrtho::Specialty::Shoulder_Elbow","","",""
"deck_spine_missing_matching_specialty:38:35bbd6ad-da24-4131-9808-da49331b74d0","deck_spine_missing_matching_specialty","35bbd6ad-da24-4131-9808-da49331b74d0","89851a3e-57b6-4307-973a-a10c0adffe5b","Q~NvDQ_pDX","In patients with a lumbar disc herniation , what is the prognosis for those who undergo nonoperative therapy ? {{c1::90…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Spine::Spine Degenerative::Thoracic & Lumbar Conditions::Lumbar Disc Herniation","SnapOrtho::Diagnosis::Lumbar_Disc_Herniation","","",""
"deck_spine_missing_matching_specialty:39:48a254ad-d50e-4404-a0b6-22f538e47684","deck_spine_missing_matching_specialty","48a254ad-d50e-4404-a0b6-22f538e47684","2b8823fa-81a0-4ce7-a54c-9240f7b484c5","sCJysLl(Bw","What type of collagen makes up the annulus fibrosis ? {{c1::Type 1}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::07 Spine::07.01 General Anatomy","SnapOrtho::Specialty::Basic_Science","","",""
"deck_hand_missing_matching_specialty:40:d722ef3e-7786-494b-89d6-d0629ae25e87","deck_hand_missing_matching_specialty","d722ef3e-7786-494b-89d6-d0629ae25e87","8d0e6a6c-df5c-4106-9bf7-dcd9a5f5f7aa","xJn(,2O>cZ","This is an example of a {{c1::simple::complex/simple}} {{c1::volar::dorsal/volar}} {{c1::PIPJ::which joint?}} dislocati…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Hand::Hand Trauma::Finger Trauma::Phalanx Dislocation","SnapOrtho::Anatomy::Hand | SnapOrtho::Anatomy::Hand::Osteology | SnapOrtho::Anatomy::Hand::Osteology::Middle_Phalanx | SnapOrtho::Anatomy::Hand::Osteology::Proximal_Phalanx | SnapOrtho::Specialty::Trauma","","",""
"deck_hand_missing_matching_specialty:41:68729e99-e022-4be8-ad0d-c57de65148b7","deck_hand_missing_matching_specialty","68729e99-e022-4be8-ad0d-c57de65148b7","ed700989-615b-4c24-9bf6-c615ed7013f6","wc31o4O+*x","What is a swan neck deformity ? {{c1:: PIPJ hyperextension DIPJ flexion }}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::06 Hand::06.02 Hand Conditions::Phalanx","SnapOrtho::Anatomy::Hand | SnapOrtho::Anatomy::Hand::Ligaments | SnapOrtho::Anatomy::Hand::Ligaments::Volar_Plate","","",""
"deck_hand_missing_matching_specialty:42:e87f623e-eb98-402e-add6-e1809b6cc53c","deck_hand_missing_matching_specialty","e87f623e-eb98-402e-add6-e1809b6cc53c","e03d7d85-7035-46b8-ac00-5d8607e4280d","VD4HGYfWa","Hyperextension of the MCPJ may lead to avulsion of what structure ? {{c1::Volar plate}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::06 Hand::06.02 Hand Conditions::Metacarpal","SnapOrtho::Anatomy::Hand | SnapOrtho::Anatomy::Hand::Ligaments | SnapOrtho::Anatomy::Hand::Ligaments::Volar_Plate","","",""
"deck_hand_missing_matching_specialty:43:c034bbe1-edae-4502-825e-206a5d110798","deck_hand_missing_matching_specialty","c034bbe1-edae-4502-825e-206a5d110798","edc94420-a6ae-4cc9-86ae-07ef8d8ff7bd","x>M(LwAr)w","Which structure may prevent the reduction of an interphalangeal joint dislocation ? {{c1::Volar plate}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::06 Hand::06.01 General Anatomy","SnapOrtho::Anatomy::Hand | SnapOrtho::Anatomy::Hand::Ligaments | SnapOrtho::Anatomy::Hand::Ligaments::Volar_Plate | SnapOrtho::Specialty::Trauma","","",""
"deck_hand_missing_matching_specialty:44:60d24195-f821-473f-8ad6-3c091589d7c5","deck_hand_missing_matching_specialty","60d24195-f821-473f-8ad6-3c091589d7c5","4c76c802-5673-4c2f-8f62-fdf3cc41f851","H,j=g+]N)V","What forces create an apex volar deformity following a proximal phalanx fracture ? Proximal fragment: {{c1::Interossei…","Marty McFlyin's Ortho Deck::2) Pocket Pimped::06 Hand::06.02 Hand Conditions::Phalanx","SnapOrtho::Anatomy::Hand | SnapOrtho::Anatomy::Hand::Osteology | SnapOrtho::Anatomy::Hand::Osteology::Proximal_Phalanx | SnapOrtho::Diagnosis::Proximal_Phalanx_Fracture | SnapOrtho::Specialty::Trauma","","",""
"deck_hand_missing_matching_specialty:45:d3320829-ba17-4308-8df5-bd8f420c14ca","deck_hand_missing_matching_specialty","d3320829-ba17-4308-8df5-bd8f420c14ca","96914459-bdcd-40fa-b733-ff622cb4ea84","xg@I?h2E^~","Why is traction avoided during the reduction of an MCPJ dislocation ? {{c1::May lead to interposition of the volar plat…","Marty McFlyin's Ortho Deck::2) Pocket Pimped::06 Hand::06.02 Hand Conditions::Metacarpal","SnapOrtho::Anatomy::Hand | SnapOrtho::Anatomy::Hand::Ligaments | SnapOrtho::Anatomy::Hand::Ligaments::Volar_Plate | SnapOrtho::Specialty::Trauma","","",""
"deck_hand_missing_matching_specialty:46:44f7f55c-41de-4f32-b091-b7f6f4278a2d","deck_hand_missing_matching_specialty","44f7f55c-41de-4f32-b091-b7f6f4278a2d","03c56c01-5032-41de-abb1-6806a90b39a7","qms6+dqH2U","Abductor Digiti Minimi Origin: {{c1::Pisiform}} Insertion: {{c2::Ulnar base of proximal phalanx}} Nerve: {{c3::Ulnar}}…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::06 Hand::06.12 Muscles","SnapOrtho::Anatomy::Hand | SnapOrtho::Anatomy::Hand::Osteology | SnapOrtho::Anatomy::Hand::Osteology::Pisiform | SnapOrtho::Anatomy::Hand::Osteology::Proximal_Phalanx","","",""
