neighborhood,sourceQuestionId,specialty,topic,topicSlug,questionEntityIds,questionEntityLabels,questionMappingConfidence,questionMappingProvenance,rank,canonicalCardId,safeCardTitle,deck,noteGuid,cardOrdinal,sourceCardId,sharedEntityIds,sharedEntityLabels,cardMappingConfidence,cardMappingProvenance,rankingReason,siblingDuplicatesRemoved,reviewerLabel,reviewerNotes,missingObviousCard
patellar-instability,OBQ22-57,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,OBQ22-57,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,SBQ16SM-52,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,SBQ16SM-52,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,SBQ16SM-52,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,OBQ10-188,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,OBQ10-188,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,OBQ10-188,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,SBQ21SM-41,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,SBQ21SM-41,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,SBQ21SM-41,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,OBQ14-73,trauma,Patella Fracture,patella-fracture,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,1,5d22c85f-943c-48e2-ac3b-0211fb7497ae,Which physical exam maneuver is the most important when assessing a patellar fracture ? {{c1::Straight leg raise}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Knee::Patella Fracture,EbuL7YopV},0,1626923486870,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.950;direct_exact_rows:0,0,,,
patellar-instability,OBQ14-73,trauma,Patella Fracture,patella-fracture,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,2,7b449c23-6110-4583-b2af-9a583f100792,Two appropriate ORIF options for comminuted patellar fractures : {{c1::Circumferential cerclage wiring Cerclage wiring…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Knee::Patella Fracture,lA*0zfoND*,0,1626923972543,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.950;direct_exact_rows:0,0,,,
patellar-instability,OBQ14-73,trauma,Patella Fracture,patella-fracture,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,3,b852e16f-0b2e-4078-8f07-788ee327a38f,Gold standard for ORIF of transverse patellar fracture : {{c1::Tension band construct}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Knee::Patella Fracture,LE:fp&Dj;C,0,1626923865898,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.950;direct_exact_rows:0,0,,,
patellar-instability,OBQ18-157,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,OBQ18-157,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,OBQ18-157,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,OBQ17-163,trauma,Patella Fracture,patella-fracture,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,1,5d22c85f-943c-48e2-ac3b-0211fb7497ae,Which physical exam maneuver is the most important when assessing a patellar fracture ? {{c1::Straight leg raise}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Knee::Patella Fracture,EbuL7YopV},0,1626923486870,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.950;direct_exact_rows:0,0,,,
patellar-instability,OBQ17-163,trauma,Patella Fracture,patella-fracture,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,2,7b449c23-6110-4583-b2af-9a583f100792,Two appropriate ORIF options for comminuted patellar fractures : {{c1::Circumferential cerclage wiring Cerclage wiring…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Knee::Patella Fracture,lA*0zfoND*,0,1626923972543,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.950;direct_exact_rows:0,0,,,
patellar-instability,OBQ17-163,trauma,Patella Fracture,patella-fracture,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,3,b852e16f-0b2e-4078-8f07-788ee327a38f,Gold standard for ORIF of transverse patellar fracture : {{c1::Tension band construct}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Knee::Patella Fracture,LE:fp&Dj;C,0,1626923865898,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.950;direct_exact_rows:0,0,,,
patellar-instability,OBQ19-144,trauma,Patella Fracture,patella-fracture,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,1,5d22c85f-943c-48e2-ac3b-0211fb7497ae,Which physical exam maneuver is the most important when assessing a patellar fracture ? {{c1::Straight leg raise}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Knee::Patella Fracture,EbuL7YopV},0,1626923486870,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.950;direct_exact_rows:0,0,,,
patellar-instability,OBQ19-144,trauma,Patella Fracture,patella-fracture,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,2,7b449c23-6110-4583-b2af-9a583f100792,Two appropriate ORIF options for comminuted patellar fractures : {{c1::Circumferential cerclage wiring Cerclage wiring…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Knee::Patella Fracture,lA*0zfoND*,0,1626923972543,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.950;direct_exact_rows:0,0,,,
patellar-instability,OBQ19-144,trauma,Patella Fracture,patella-fracture,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,3,b852e16f-0b2e-4078-8f07-788ee327a38f,Gold standard for ORIF of transverse patellar fracture : {{c1::Tension band construct}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Knee::Patella Fracture,LE:fp&Dj;C,0,1626923865898,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.950;direct_exact_rows:0,0,,,
patellar-instability,OBQ08-49,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,OBQ08-49,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,OBQ08-49,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,OBQ12-229,trauma,Patella Fracture,patella-fracture,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,1,5d22c85f-943c-48e2-ac3b-0211fb7497ae,Which physical exam maneuver is the most important when assessing a patellar fracture ? {{c1::Straight leg raise}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Knee::Patella Fracture,EbuL7YopV},0,1626923486870,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.950;direct_exact_rows:0,0,,,
patellar-instability,OBQ12-229,trauma,Patella Fracture,patella-fracture,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,2,7b449c23-6110-4583-b2af-9a583f100792,Two appropriate ORIF options for comminuted patellar fractures : {{c1::Circumferential cerclage wiring Cerclage wiring…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Knee::Patella Fracture,lA*0zfoND*,0,1626923972543,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.950;direct_exact_rows:0,0,,,
patellar-instability,OBQ12-229,trauma,Patella Fracture,patella-fracture,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,3,b852e16f-0b2e-4078-8f07-788ee327a38f,Gold standard for ORIF of transverse patellar fracture : {{c1::Tension band construct}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Knee::Patella Fracture,LE:fp&Dj;C,0,1626923865898,9d6f244d-ff9d-4d46-932a-5bd2591a51c0,Patella Fracture,0.95,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.950;direct_exact_rows:0,0,,,
patellar-instability,SBQ19HK-51,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
patellar-instability,SBQ19HK-51,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,0.99,curriculum_node_bridge,exact_entity_overlap:1;confidence:0.990;direct_exact_rows:0,0,,,
